Name,Website,Aliases,Description,Related Disease 1,Related Disease 2,Related Disease 3,Related Disease 4,Related Disease 5
左心室肥厚,https://jbk.39.net/zhengzhuang/zxsfh/,,"左心室肥厚是一种症状或者说是一种临床表现,并不是病名.关于左心室肥厚,定义就是在心脏中,左心室心肌形态上发生变化,数量上增加,造成左心室室壁的增厚,而左心室的室腔相对空间减小,血容量减少.",肢端肥大症性心肌病,冠状动脉粥样硬化性心脏病,升主动脉瘤,主动脉瓣狭窄合并关闭不全,嗜铬细胞瘤
紧张,https://jbk.39.net/zhengzhuang/jz/,,紧张是人体在精神及肉体两方面对外界事物反应的加强。好的变化，如结婚、生子;坏的如离婚、待业，日久都会使人紧张。紧张的程度常与生活变化的大小成比例。紧张使人睡眠不安，思考力及注意力不能集中，头痛，心...,慢性疲劳综合症,性交晕厥,职业枯竭,β受体亢进症,房室结折返性心动过速
脸红,https://jbk.39.net/zhengzhuang/lh1/,,脸红是人际交往中的一种正常反应，也可能是某些疾病的病理表现.,躯体形式障碍,非依赖性物质伴发依赖,,,
慢性肾衰竭,https://jbk.39.net/zhengzhuang/mxssj/,(慢性肾衰竭),慢性肾衰竭(CRF)不是一种独立的疾病，是各种原因引起的肾脏损害进展恶化达终末期的表现，肾功能接近正常人10％左右时，出现一系列综合征。一般有比较长的病程，按其肾功能损害程度分肾功能不全代偿期；肾功能不全...,尿毒症肺炎,合并马蹄肾的腹主动脉瘤,系统性红斑狼疮性巩膜炎,韦格纳肉芽肿性巩膜炎,重金属中毒
无名指不明原因疼...,https://jbk.39.net/zhengzhuang/wmzbmyytt/,,根据中医经络学说，人的五指指尖各有经穴，而且分别与内脏有密切的关系，如果有一个指尖感到特别疼痛时，表示与此经穴相关的内脏已有了某种毛病。无名指疼痛：可能是喉痛或头痛。在无名指的三焦经上有一个关冲穴...,,,,,
口腔血泡,https://jbk.39.net/zhengzhuang/kqxp/,,口腔血泡常见于口腔溃疡。口腔溃疡，又称为“口疮”，是发生在口腔粘膜上的血泡，大小可从米粒至黄豆大小、成圆形或卵圆形，溃疡面为口腔溃疡凹、周围充血，可因刺激性食物引发疼痛，一般一至两个星期可以自愈。...,飞扬喉,口腔溃疡,雪口病,口腔扁平苔藓,
感觉障碍,https://jbk.39.net/zhengzhuang/gjza/,,感觉是各个感受器对机体内各种刺激在人脑中的直接反映。感觉障碍是神经系统疾病中常见的症状之一。,神经炎,小儿格林巴利综合症,肋间神经痛,麻风性葡萄膜炎,强直性脊柱炎性巩膜炎
出冷汗,https://jbk.39.net/zhengzhuang/clh/,,由惊恐或休克等原因而出的汗，出汗时手足发冷，所以叫冷汗。,胸痹心痛,小儿喘息样支气管炎,美尼尔氏综合症,晕厥,多汗症
腿脚浮肿,https://jbk.39.net/zhengzhuang/tjfz/,,体内增加太多水分排不出去时，就是浮肿。体重增加的同时，会出现眼皮浮肿、脚踝或小腿浮肿。,心力衰竭,溢饮,水肿,二尖瓣关闭不全,阻塞性肺气肿
咽喉疼痛,https://jbk.39.net/zhengzhuang/yhtt/,,咽喉是咽与喉的总称，其疼痛除外伤外主要由炎症引起，如急慢性咽炎、喉炎、扁桃体炎等。咽喉疼痛是咽喉炎的最常见症状，还有咽痒、咽干、咽异物感等不适。,锁喉毒,心咳,瓜藤缠,燥邪犯肺,咽峡炎
红细胞分布宽度偏...,https://jbk.39.net/zhengzhuang/hxbfbkdpg/,,红细胞分布宽度标准是0-15%，比这个值高的话就是红细胞分布宽度偏高。,家族性红细胞增多症,巨幼细胞性贫血,小儿巨幼细胞性贫血,老年人巨幼细胞性贫血,高原红细胞增多症
尿痛,https://jbk.39.net/zhengzhuang/nt/,,尿痛是指病人排尿时尿道或伴耻骨上区、会阴部位疼痛。其疼痛程度有轻有重，常呈烧灼样，重者痛如刀割。尿痛常见于尿道炎、前列腺炎、前列腺增生、精囊炎、膀胱炎、尿路结石、膀胱结核、肾盂肾炎等。,急性尿道综合征,阴茎痰核,细菌性前列腺炎,外阴肿瘤,埃及血吸虫病
持续发烧,https://jbk.39.net/zhengzhuang/cxfs/,,持续发烧可由多种疾病引起。是发热激活物作用于机体，进而导致内生致热原(EP)的产生并入脑作用于体温调节中枢，更进而导致发热中枢介质的释放继而引起调定点的改变，最终引起发热并且发热持续不退，保持一段较为...,膈下脓肿,新生儿败血症,烧伤脓毒症,小儿再发性腹痛,
腰背酸痛,https://jbk.39.net/zhengzhuang/ybst/,,以腰部、背部、肩部、腿部的放射性疼痛、酸痛、挤压痛、咳嗽痛、牵拉痛等为主，轻则影响正常生活，重则损害健康，严重者可丧失劳动能力。,淋病后综合征,腰椎小关节不稳症,肥大性脊椎炎,椎间盘钙化症,单纯性脊柱结核
中上腹持续性疼痛,https://jbk.39.net/zhengzhuang/zsfcxxtt/,,是指由于各种原因引起的腹腔内外脏器的病变，而表现为腹部的疼痛。中上腹持续性疼痛多见于急性胰腺炎，胃、十二指肠溃疡，肠梗阻等。,残胃癌,十二指肠胃反流及胆汁反流性胃炎,胃粘膜脱垂症,胆汁返流性胃炎,胃溃疡
低血钾,https://jbk.39.net/zhengzhuang/dxj/,,当人体血浆中钾离子浓度低於3.5 mEq/L时称为低血钾，常见原因为摄取减少、流失过多，如腹泻、呕吐等及钾离子由细胞外液转移至细胞内液。当人体发生低血钾时，将影响人体的心脏血管、中枢神经、消化、泌尿及肌肉系统...,结肠黑变病,混合型肾小管性酸中毒,原发性醛固酮增多症,肾盂肾炎,库欣综合征
睡觉时突然抽搐一...,https://jbk.39.net/zhengzhuang/sjstrccyx/,(间歇性神经颠动),"睡觉时突然抽搐一下，医学上叫间歇性神经颠动,成人大都有。这是自然的现象.但如果经常发生,而且很剧烈的话,那可能是血钙低导致神经,肌肉兴奋性亢进而痉挛抽搐。",周期性四肢运动障碍,低钙血症和低镁血症,,,
关节肿痛,https://jbk.39.net/zhengzhuang/gjzt/,,关节肿痛是指关节周围肿胀、潮红、发热和运动受限，是多种疾病的临床表现。为了能较为准确地选择就诊科别，需根据病人的年龄、性别、病史、长期居住的环境、职业及伴随症状进行分析，而后作出初步判断。当然，确...,紫癜,骨关节病,胫骨骨折,骨软骨病,前十字韧带损伤
剧痒,https://jbk.39.net/zhengzhuang/jy/,,痒觉，又称瘙痒，是一种引起搔抓欲望的不愉快感觉，属于皮肤粘膜的一种特殊感觉，其机制尚不清，一般认为痒觉与痛觉关系密切，可能是由同一神经传导。瘙痒是皮肤性病患者最常见的症状，可轻可重，时间上可为持续...,糜烂型脚气,胆碱能性荨麻疹,慢性荨麻疹,慢性湿疹,急性湿疹
阴茎龟头橡皮肿,https://jbk.39.net/zhengzhuang/yjgtxpz/,,阴茎，龟头充血，水肿。,环状糜烂性龟头炎,包皮阴茎头炎,包皮龟头炎,软下疳,龟头炎
肺纹理增粗,https://jbk.39.net/zhengzhuang/fwlzc/,,肺纹理增粗：肺纹理是指胸部影像检查时看到的从肺门向肺野外围延伸的放射 条状阴影。它主要由肺动脉、肺静脉、支气管及淋巴管组成。X线胸 片上肺纹理增多。,多系统器官功能衰竭,支气管扩张,老年人慢性支气管炎,,
尿液混浊,https://jbk.39.net/zhengzhuang/nyhz/,,"肾盂肾炎病人尿液混浊,可有肉眼血尿,尿常规镜检有多量白细胞或脓细胞。",尿路感染,白淫,绝经期尿路感染,真菌性尿路感染,泌尿道肿瘤皮肤转移
咳嗽,https://jbk.39.net/zhengzhuang/ks/,,咳嗽是呼吸系统疾病最常见的症状之一，它是一种保护性神经反射，通过咳嗽产生呼气性冲击动作，能将呼吸道内的异物或分泌排出体外。,夏季感冒,病毒性支气管炎,病毒性喉炎,肾咳,痰饮
上肢麻木,https://jbk.39.net/zhengzhuang/szmm1/,,上肢的问题与颈椎病有关。上肢麻木为颈椎病的主要表现之一。颈椎病是指因颈椎退行性变引起颈椎管或椎间孔变形、狭窄，刺激、压迫颈部脊髓、神经根、交感神经造成其结构或功能性损害所引起的临床表现。此病多见于...,交感神经型颈椎病,颈椎间盘突出症,椎体爆裂骨折,急性心肌梗死,颅底凹陷症
胸骨压痛,https://jbk.39.net/zhengzhuang/xgyt/,,多数病人胸骨压痛最明显的部位在胸骨下部，即相当于第四、第五肋间的胸骨部。,主动脉硬化,急性髓细胞白血病,急性淋巴细胞白血病,人类T淋巴细胞病毒感染,微小病毒感染
流清涕,https://jbk.39.net/zhengzhuang/lqt/,,"鼻子流涕是鼻病的常见症状，不同的鼻病，可以出现不同颜色、性状的鼻涕。如果留意观察，可以从五颜六色的鼻涕中，找到某些疾病的信号。
鼻流清涕：是指鼻流出清稀分泌物，鼻涕呈清水样，常伴有鼻塞、鼻痒、...",季节性过敏性鼻炎,寒饮咳嗽,风寒犯肺,风寒感冒,鼻鼽
炎性外痔,https://jbk.39.net/zhengzhuang/yxwz/,,炎性外痔是在结缔组织外痔、静脉曲张性外痔的基础上发炎后引起，也可见于血栓外痔的急性炎症期。出现肛门部组织肿胀、充血、疼痛明显，患者行走活动受限。,肛管损伤,内痔,外痔,痔疮,
四肢酸痛无力,https://jbk.39.net/zhengzhuang/szstwl/,,手脚腿膝四肢酸痛无力，实际在中医病症范畴称为痹症，是由风、寒、湿、邪毒气侵入体内的一种重要信号，当邪毒气侵入五脏六腑之前，第一感觉是手脚酸痛发麻，四肢酸胀、沉、痛、有针刺感，这就是经络受阻发出的信...,湿热蕴脾,慢性白血病,淋巴细胞白血病,妊娠合并巨细胞病毒感染,著痹
巨乳,https://jbk.39.net/zhengzhuang/jr/,(乳房肥大、大乳房...),巨乳症又称乳房肥大、大乳房或巨乳房，是指女性乳房过度发育，含腺体及脂肪结缔组织过度增生，体积超常，与躯体明显失调。可发生胸部压迫感，慢性乳腺炎、疼痛、肩部酸痛沉重及乳房下皮肤糜烂等。巨乳症多见于青...,乳腺癌,乳腺纤维腺瘤,乳房纤维瘤,乳腺增生,单纯性乳腺增生症
大便溏泄,https://jbk.39.net/zhengzhuang/dbtx/,,"大便溏泄在医学上称腹泻，俗语称拉肚子，是指消化不良，饮食不卫生,腹痛所引起的一系列胃肠道反应。",阴冷,肝胆湿热,湿热蕴脾,寒湿困脾,过敏性眼睑皮肤炎
手足脱皮,https://jbk.39.net/zhengzhuang/sztp/,,手足脱皮症，特别是手掌脱皮，为一种常见病;严重时妨碍生活，影响身体健康。此症一般认为多由于手癣或足癣发展转化而来。,皲裂性湿疹,剥脱性角质松解症,小儿皮肤黏膜淋巴结综合征,小儿汞中毒,
肩关节痛,https://jbk.39.net/zhengzhuang/jgjt/,,肩周酸痛不适：又名漏肩风、肩关节周围炎、五十肩，其肩关节功能障碍突出者又有冻结肩之称。,骨关节病,肩关节不稳定,肩袖损伤,五十肩,肱骨上端骨骺分离
淋巴结疼痛,https://jbk.39.net/zhengzhuang/lbjtt/,,淋巴结发炎时常会发生淋巴结疼痛的症状。,水痘-带状疱疹性葡萄膜炎,坏死性淋巴结炎,窦性组织细胞增生伴巨大淋巴结病,血管免疫母细胞性淋巴结病,旋毛虫病
颅内出血,https://jbk.39.net/zhengzhuang/lncx/,,是指脑中的血管破裂引起出血，因此由血管获得血液的脑细胞受到破坏的同时，由於出血压迫周围的神经组织而引起障碍。通常颅内出血会和体温过高合并出现。此症状会增加脑部耗氧量，进而造成脑部氧气供应不足。颅内...,新生儿颅内出血,硬脑膜脓肿,硬脊膜脓肿,产道异常,子痫
右上腹压痛,https://jbk.39.net/zhengzhuang/ysfyt/,,"右上腹压痛，由胆囊或者是肝脏问题,也有可能是十二指肠等疾病引起。常见于乙肝、胆总管结石、阿米巴肝脓肿、肝脓肿、细菌性肝炎、病毒性肝炎、肝癌、十二指肠溃疡等疾病。主要表现为将手放于右上腹部腹壁逐渐深...",原发性胆总管结石,肝炎,胆囊炎,急性胆囊炎,胆囊结石
腮腺肿大,https://jbk.39.net/zhengzhuang/sxzd/,,腮腺肿大常是疾病的首发体征，持续7—10天，常一侧先肿2—3天，对侧腮腺亦出现肿大，有时肿胀仅为单侧，或腮腺肿大同时有颌下腺肿大，甚或仅有颌下腺肿大而无腮腺肿大。张口、咀嚼特别是吃酸性食物时疼痛加重。,慢性阻塞性腮腺炎,化脓性腮腺炎,腮腺炎,放射病,急性化脓性腮腺炎
直肠疼痛,https://jbk.39.net/zhengzhuang/zctt/,,肛门直肠痛疼是肛肠疾病发生的最常见的症状，由于解剖和生理学的关系，肛肠疾病的痛疼多发生于下腹部、会阴部，肛缘及直肠下段。,肠血管瘤,直肠膨出,精囊炎,肛提肌综合征,阴道恶性肿瘤
孕妇胃痛,https://jbk.39.net/zhengzhuang/yfwt/,,孕妇胃痛指孕期妇女胃脘近心窝处常发生疼痛或胃部有强烈的灼烧感为主的疾患,胃急性扩张,急性肠胃炎,,,
杵状指（趾）,https://jbk.39.net/zhengzhuang/czzz/,(肥大性肺骨关节病),指(趾)末端软组织增厚似鼓格状膨大，呈拱形隆起，甲纵脊和横脊高度弯曲，表面呈玻璃状，称为杵状指(acropachy.clubbing finger)。亦称褪状指。健康人手指末节侧面指甲与甲周皮肤的角度为160度随着林状指的发生，此角度可逐...,胸部阿米巴病,局限性胸膜间皮瘤,膈肌肿瘤,小儿囊性纤维性变,小儿肺泡性蛋白沉积症
白头粉刺,https://jbk.39.net/zhengzhuang/btfc/,(封闭型粉刺，不安...),粉刺分为白头粉刺与黑头粉刺，白头粉刺我们将其称之为封闭型粉刺，封闭型粉刺在临床上治愈是比较难治愈的。出现白头粉刺是因为角质层过厚，白头粉刺属不安定型粉刺(闭合型)容易演变成面疱。,粉刺样痣,青年痤疮,职业性痤疮,暴发性痤疮,聚合性痤疮
排便不尽感,https://jbk.39.net/zhengzhuang/pbbjg/,,排便不尽感：不少人有过排便排不净的感觉，而且大便不成形，排便不畅快感觉不舒服。其实排便不尽感大多是由慢性肠炎引起的。 慢性肠炎可由急性肠炎迁延或反复发作而来，病程多在2个月以上。长期过度疲劳、情...,慢性便秘,肠癌,会阴下降综合征,肛管癌,结直肠血管瘤
高热,https://jbk.39.net/zhengzhuang/gr/,,由于多种不同原因致人体产热大于散热，使体温超过正常范围称为发热(fever)，临床上按热度高低将发热分为低热、中等度热、高热及超高热。高热指体温超过39.1℃。,进行性播散型水痘,老年人尿路感染,细菌性咽扁桃体炎,红蝴蝶疮,细菌性前列腺炎
扁桃体肥大,https://jbk.39.net/zhengzhuang/bttfd/,,扁桃体肥大又称腺样体肥大(adenoid vegetation)。本病为咽扁桃体的的病理性增生肥大，常起于咽部感染和反复炎症刺激。在寒冷、潮湿和气候多变的地区比较常见。儿童期急性传染病、营养不良和体质因素等亦可诱发。本病虽...,舌扁桃体炎,柯萨奇病毒和埃可病毒感染,柯萨奇病毒感染,咽扁桃体肥大,慢性舌扁桃体炎
耳痛,https://jbk.39.net/zhengzhuang/et/,,耳痛为一常见症状，可分为耳源性耳痛、反射性耳痛以及神经性耳痛三种。耳源性耳痛又称原发性耳痛，系指耳部本身病变所引起的耳痛。反射性耳痛又称继发性耳痛，是由于支配耳部的神经同时又支配其他部位的感觉，所...,耳疖,聤耳,耳痈,中耳炎,复发性多软骨炎性
